Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
County,1/8/2019,34,NJ,34033,Salem County,"12,167","50,249","214,493","49,683","40,065","26,616","37,267","40,296","14,597","3,602","1,751",353,263
County,1/8/2019,34,NJ,34035,Somerset County,"57,615","272,537","1,163,293","282,540","282,535","134,971","177,450","183,145","81,593","13,718","4,397",952,"1,992"
County,1/8/2019,34,NJ,34037,Sussex County,"23,978","116,391","515,431","114,884","117,838","59,797","73,482","82,212","53,504","11,203","1,844",275,392
County,1/8/2019,34,NJ,34039,Union County,"114,505","441,856","2,038,379","648,353","518,011","211,994","251,346","287,909","84,324","19,266","10,574","2,174","4,428"
County,1/8/2019,34,NJ,34041,Warren County,"18,424","87,032","387,338","97,111","76,519","37,677","46,313","70,895","40,748","15,994","1,374",226,481
County,1/9/2019,34,NJ,34001,Atlantic County,"54,786","209,832","949,097","243,249","229,678","107,057","157,252","130,930","51,324","22,350","5,641",645,971
County,1/9/2019,34,NJ,34003,Bergen County,"188,100","745,729","3,392,396","1,035,620","835,697","385,128","504,560","473,286","106,626","30,843","12,958","3,431","4,247"
County,1/9/2019,34,NJ,34005,Burlington County,"80,303","363,720","1,588,239","386,670","367,350","178,189","245,104","282,043","85,059","30,678","9,029","2,009","2,108"
County,1/9/2019,34,NJ,34007,Camden County,"104,772","400,756","1,776,491","503,215","430,014","213,843","272,219","256,057","63,763","24,025","10,438","1,144","1,773"
County,1/9/2019,34,NJ,34009,Cape May County,"21,417","70,860","317,410","77,678","69,123","42,339","59,357","43,400","16,074","6,274","1,992",366,807
County,1/9/2019,34,NJ,34011,Cumberland County,"27,463","123,048","563,747","145,537","147,445","68,328","69,415","76,443","44,099","8,600","3,273",245,362
County,1/9/2019,34,NJ,34013,Essex County,"181,731","615,591","2,863,569","927,001","755,051","336,669","356,742","377,808","73,183","20,663","10,024","2,414","4,014"
County,1/9/2019,34,NJ,34015,Gloucester County,"52,353","238,164","1,110,957","282,693","262,437","122,985","165,590","192,289","61,066","15,251","6,890",820,936
County,1/9/2019,34,NJ,34017,Hudson County,"181,895","492,100","2,192,516","811,388","581,655","268,396","261,258","179,355","56,821","15,861","9,806","2,457","5,519"
County,1/9/2019,34,NJ,34019,Hunterdon County,"18,855","105,478","457,696","85,133","98,186","55,995","71,927","83,985","42,959","15,278","2,889",387,957
County,1/9/2019,34,NJ,34021,Mercer County,"74,444","294,237","1,327,775","368,359","346,530","157,946","180,721","158,312","76,228","30,763","6,044","1,258","1,614"
County,1/9/2019,34,NJ,34023,Middlesex County,"157,595","669,554","2,932,751","757,217","724,887","345,074","404,540","435,839","208,395","35,755","13,953","3,344","3,747"
County,1/9/2019,34,NJ,34025,Monmouth County,"111,318","508,137","2,255,754","592,620","557,981","265,837","296,409","305,706","178,032","44,051","8,151","2,364","4,603"
County,1/9/2019,34,NJ,34027,Morris County,"89,615","403,102","1,751,662","418,750","443,685","200,871","260,752","284,048","115,194","17,832","6,176","1,710","2,644"
County,1/9/2019,34,NJ,34029,Ocean County,"109,335","490,477","2,219,739","542,854","566,832","244,245","288,476","304,416","170,636","86,922","7,725","1,698","5,935"
County,1/9/2019,34,NJ,34031,Passaic County,"99,942","401,830","1,801,984","505,031","439,877","204,372","275,943","283,044","67,401","16,917","6,582","1,539","1,278"
County,1/9/2019,34,NJ,34033,Salem County,"11,962","50,454","221,413","51,726","41,314","26,428","36,899","42,217","15,909","4,280","1,980",439,221
County,1/9/2019,34,NJ,34035,Somerset County,"57,783","272,369","1,169,621","268,837","292,317","138,063","182,190","181,812","81,991","15,232","5,478","1,380","2,321"
County,1/9/2019,34,NJ,34037,Sussex County,"23,759","116,610","503,048","105,164","114,333","57,468","73,586","85,367","52,320","11,734","2,170",475,431
County,1/9/2019,34,NJ,34039,Union County,"113,420","442,941","2,014,782","616,839","515,710","213,011","262,187","287,427","83,589","18,630","10,082","2,514","4,793"
County,1/9/2019,34,NJ,34041,Warren County,"18,173","87,283","378,473","86,163","81,019","39,222","45,742","69,850","36,939","16,710","1,917",260,651
County,1/10/2019,34,NJ,34001,Atlantic County,"53,127","211,491","970,682","248,416","238,308","106,259","163,910","131,909","50,536","23,406","6,093",554,"1,291"
County,1/10/2019,34,NJ,34003,Bergen County,"186,447","747,382","3,435,300","1,007,961","838,964","399,392","537,009","486,560","110,152","32,931","13,808","3,867","4,656"
County,1/10/2019,34,NJ,34005,Burlington County,"79,398","364,625","1,646,071","411,719","385,525","179,424","254,409","285,913","82,774","32,134","9,922","2,041","2,210"
County,1/10/2019,34,NJ,34007,Camden County,"102,956","402,572","1,851,569","519,709","444,992","224,161","278,789","275,574","69,254","24,907","10,963","1,213","2,007"
County,1/10/2019,34,NJ,34009,Cape May County,"20,362","71,915","320,344","80,638","67,249","41,304","60,237","44,774","16,634","6,127","2,249",330,802
County,1/10/2019,34,NJ,34011,Cumberland County,"27,533","122,978","575,034","145,496","146,510","69,320","71,275","84,270","45,544","8,722","3,275",274,348
County,1/10/2019,34,NJ,34013,Essex County,"178,983","618,339","2,917,583","931,097","771,744","340,286","369,276","388,791","76,965","22,503","10,351","2,623","3,947"
County,1/10/2019,34,NJ,34015,Gloucester County,"51,916","238,601","1,109,143","274,149","256,731","122,193","168,128","201,764","61,569","14,573","7,920","1,143",973
County,1/10/2019,34,NJ,34017,Hudson County,"180,606","493,389","2,242,696","820,571","600,759","273,548","268,572","181,620","60,512","17,796","10,599","3,109","5,610"
County,1/10/2019,34,NJ,34019,Hunterdon County,"18,322","106,011","466,950","94,476","95,682","54,218","72,435","87,306","41,580","16,322","3,265",441,"1,225"
County,1/10/2019,34,NJ,34021,Mercer County,"73,507","295,174","1,374,684","380,643","362,732","165,184","189,574","161,678","74,528","30,878","6,569","1,458","1,440"
County,1/10/2019,34,NJ,34023,Middlesex County,"155,525","671,624","2,976,267","774,662","720,064","343,457","415,766","450,712","213,875","36,302","13,685","3,618","4,126"
County,1/10/2019,34,NJ,34025,Monmouth County,"109,690","509,765","2,311,102","599,135","563,071","268,854","309,807","322,677","187,780","42,782","9,117","2,445","5,434"
County,1/10/2019,34,NJ,34027,Morris County,"88,309","404,408","1,840,448","455,592","460,523","206,368","272,832","294,024","119,737","19,119","6,995","1,842","3,416"
County,1/10/2019,34,NJ,34029,Ocean County,"107,842","491,970","2,265,121","553,038","568,870","247,307","293,055","316,779","179,064","89,383","8,413","2,581","6,631"
County,1/10/2019,34,NJ,34031,Passaic County,"98,838","402,934","1,817,281","505,717","433,449","208,117","277,773","296,084","68,717","17,463","7,190","1,490","1,281"
County,1/10/2019,34,NJ,34033,Salem County,"11,542","50,874","227,705","51,291","42,051","27,723","38,026","46,129","16,817","3,320","1,794",331,223
County,1/10/2019,34,NJ,34035,Somerset County,"56,578","273,574","1,187,765","269,772","289,304","137,705","191,763","187,522","86,986","15,105","5,701","1,393","2,514"
County,1/10/2019,34,NJ,34037,Sussex County,"23,185","117,184","517,220","108,148","118,568","59,989","74,069","86,331","55,738","11,068","2,270",479,560
County,1/10/2019,34,NJ,34039,Union County,"112,158","444,203","2,065,139","624,396","540,413","219,276","265,775","296,842","81,979","18,891","9,854","3,088","4,625"
County,1/10/2019,34,NJ,34041,Warren County,"17,858","87,598","396,224","93,014","86,334","40,343","47,503","71,385","37,292","17,605","1,866",249,633
County,1/11/2019,34,NJ,34001,Atlantic County,"52,215","212,403","1,005,616","258,981","241,532","110,797","174,114","138,637","49,589","23,968","6,218",716,"1,064"
County,1/11/2019,34,NJ,34003,Bergen County,"185,788","748,041","3,520,239","1,021,331","890,771","412,332","539,558","486,027","108,904","35,564","16,106","4,235","5,411"
County,1/11/2019,34,NJ,34005,Burlington County,"77,897","366,126","1,705,111","413,305","396,543","188,724","266,389","304,291","86,647","34,695","10,322","2,175","2,020"
County,1/11/2019,34,NJ,34007,Camden County,"102,159","403,369","1,895,629","529,489","456,517","223,970","295,173","277,594","71,760","26,347","11,364","1,557","1,858"
County,1/11/2019,34,NJ,34009,Cape May County,"20,234","72,043","326,136","78,691","72,402","43,251","60,120","44,453","17,244","6,551","2,329",334,761
County,1/11/2019,34,NJ,34011,Cumberland County,"26,785","123,726","587,135","140,493","150,821","74,286","76,478","84,111","47,530","9,359","3,401",313,343
County,1/11/2019,34,NJ,34013,Essex County,"176,768","620,554","2,982,797","909,237","809,133","364,258","382,111","397,612","78,244","23,292","11,774","2,803","4,333"
County,1/11/2019,34,NJ,34015,Gloucester County,"51,224","239,293","1,141,730","278,852","266,874","129,589","175,677","204,928","60,138","15,624","7,895","1,121","1,032"
County,1/11/2019,34,NJ,34017,Hudson County,"178,491","495,504","2,306,543","809,732","631,829","285,453","292,021","190,408","58,365","18,099","11,945","2,811","5,880"
County,1/11/2019,34,NJ,34019,Hunterdon County,"18,837","105,496","515,656","104,808","118,581","61,888","79,115","89,272","41,843","15,442","3,130",444,"1,133"
County,1/11/2019,34,NJ,34021,Mercer County,"72,912","295,769","1,409,924","375,503","385,476","172,242","193,135","166,686","75,383","32,216","6,785","1,336","1,162"
County,1/11/2019,34,NJ,34023,Middlesex County,"155,362","671,787","3,098,001","805,489","765,596","358,696","427,624","458,810","219,918","40,212","14,005","3,595","4,056"
County,1/11/2019,34,NJ,34025,Monmouth County,"110,362","509,093","2,399,395","600,234","605,834","292,187","326,840","331,060","180,392","45,122","9,909","2,314","5,503"
County,1/11/2019,34,NJ,34027,Morris County,"88,839","403,878","1,863,155","443,765","481,270","214,729","284,211","286,253","116,586","22,673","8,359","1,726","3,583"
County,1/11/2019,34,NJ,34029,Ocean County,"106,991","492,821","2,313,511","533,125","586,279","266,943","324,204","315,777","180,538","88,961","8,755","2,209","6,720"
County,1/11/2019,34,NJ,34031,Passaic County,"97,730","404,042","1,907,866","526,037","460,691","220,487","300,495","304,057","69,912","16,710","6,991","1,215","1,271"
County,1/11/2019,34,NJ,34033,Salem County,"11,295","51,121","237,104","55,051","45,149","26,993","39,760","47,336","17,231","2,958","2,134",252,240
County,1/11/2019,34,NJ,34035,Somerset County,"57,082","273,070","1,253,168","288,251","316,088","154,229","196,332","186,031","87,140","15,187","5,485","1,739","2,686"
County,1/11/2019,34,NJ,34037,Sussex County,"23,443","116,926","545,124","112,034","126,798","63,039","82,216","91,898","53,135","12,411","2,533",404,656
County,1/11/2019,34,NJ,34039,Union County,"111,956","444,405","2,117,548","625,958","549,684","234,082","276,074","304,250","85,197","22,308","12,195","2,871","4,929"
County,1/11/2019,34,NJ,34041,Warren County,"17,999","87,457","401,279","87,671","87,219","45,917","48,078","72,938","40,968","15,954","1,806",188,540
County,1/12/2019,34,NJ,34001,Atlantic County,"54,354","210,264","1,012,078","266,982","244,033","113,052","172,180","135,763","47,954","24,178","6,504",410,"1,022"
County,1/12/2019,34,NJ,34003,Bergen County,"191,610","742,219","3,685,656","1,081,015","939,436","437,477","579,455","465,809","113,546","41,329","18,988","4,209","4,392"
County,1/12/2019,34,NJ,34005,Burlington County,"81,457","362,566","1,724,577","428,285","414,146","203,831","267,304","285,301","79,032","33,091","9,804","1,848","1,935"
County,1/12/2019,34,NJ,34007,Camden County,"106,533","398,995","1,924,102","543,299","471,423","237,262","296,421","264,924","67,807","28,559","11,253","1,457","1,697"
County,1/12/2019,34,NJ,34009,Cape May County,"20,609","71,668","324,066","82,315","70,302","43,004","59,175","41,408","17,523","6,959","2,241",314,825
County,1/12/2019,34,NJ,34011,Cumberland County,"27,765","122,746","593,841","151,605","150,771","75,712","77,210","81,382","43,986","9,463","3,159",222,331
County,1/12/2019,34,NJ,34013,Essex County,"184,413","612,909","3,032,345","944,063","818,806","374,076","400,812","374,938","73,018","27,232","12,796","2,771","3,833"
County,1/12/2019,34,NJ,34015,Gloucester County,"52,402","238,115","1,168,486","296,160","279,205","135,831","178,700","196,063","57,392","16,055","7,621",688,771
County,1/12/2019,34,NJ,34017,Hudson County,"185,152","488,843","2,309,464","819,296","639,540","272,771","279,800","198,269","57,629","21,063","13,237","2,600","5,259"
County,1/12/2019,34,NJ,34019,Hunterdon County,"19,740","104,593","507,335","100,480","119,111","63,110","78,712","86,253","38,567","16,206","3,238",531,"1,127"
County,1/12/2019,34,NJ,34021,Mercer County,"77,344","291,337","1,445,290","388,020","392,300","180,261","198,943","168,405","75,852","31,290","7,695","1,232","1,292"
County,1/12/2019,34,NJ,34023,Middlesex County,"162,688","664,461","3,121,809","807,895","790,200","389,328","454,224","418,466","196,016","43,199","15,459","3,481","3,541"
County,1/12/2019,34,NJ,34025,Monmouth County,"116,414","503,041","2,461,932","647,328","621,285","316,524","342,695","307,814","159,359","48,919","11,492","2,274","4,242"
County,1/12/2019,34,NJ,34027,Morris County,"91,059","401,658","2,020,134","508,909","533,170","238,344","301,898","285,094","113,439","25,847","8,504","2,034","2,895"
County,1/12/2019,34,NJ,34029,Ocean County,"112,516","487,296","2,300,908","558,803","584,693","274,987","319,244","307,755","155,086","83,827","9,152","1,782","5,579"
County,1/12/2019,34,NJ,34031,Passaic County,"101,663","400,109","1,939,768","531,356","484,939","228,248","305,825","288,191","70,944","20,452","7,294","1,483","1,036"
County,1/12/2019,34,NJ,34033,Salem County,"11,763","50,653","236,710","55,404","44,264","28,793","38,517","46,320","16,694","4,078","2,075",370,195
County,1/12/2019,34,NJ,34035,Somerset County,"58,277","271,875","1,315,076","304,354","349,272","154,543","207,536","186,022","84,231","18,823","6,504","1,526","2,265"
County,1/12/2019,34,NJ,34037,Sussex County,"25,231","115,138","579,370","126,918","140,118","62,471","89,751","97,719","46,259","11,764","3,372",376,622
County,1/12/2019,34,NJ,34039,Union County,"117,132","439,229","2,159,941","636,805","589,900","245,025","278,664","281,143","84,726","24,620","11,229","3,002","4,827"
County,1/12/2019,34,NJ,34041,Warren County,"18,935","86,521","402,423","91,209","88,898","49,014","50,504","73,336","31,564","15,266","1,836",200,596
State,1/6/2019,34,NJ,,,"1,937,674","6,943,619","30,691,516","8,420,639","8,165,509","3,723,690","4,381,249","3,866,245","1,406,093","493,928","160,152","28,791","45,220"
State,1/7/2019,34,NJ,,,"1,789,160","7,092,133","32,174,381","9,222,199","7,890,586","3,681,320","4,474,163","4,502,659","1,700,934","489,504","141,110","26,671","45,235"
State,1/8/2019,34,NJ,,,"1,798,373","7,082,920","31,635,173","9,011,023","7,767,513","3,594,489","4,385,720","4,497,157","1,683,795","484,419","138,786","27,294","44,977"
State,1/9/2019,34,NJ,,,"1,779,021","7,102,272","31,789,120","8,811,744","7,901,121","3,671,466","4,470,869","4,533,634","1,687,608","488,649","143,198","30,899","49,932"
State,1/10/2019,34,NJ,,,"1,754,682","7,126,611","32,514,328","8,949,640","8,031,843","3,734,428","4,619,983","4,698,644","1,738,033","501,337","151,899","34,569","53,952"
State,1/11/2019,34,NJ,,,"1,744,369","7,136,924","33,532,667","8,998,037","8,445,087","3,944,092","4,839,725","4,782,429","1,746,664","523,653","163,441","34,358","55,181"
State,1/12/2019,34,NJ,,,"1,817,057","7,064,236","34,265,311","9,370,501","8,765,812","4,123,664","4,977,570","4,590,375","1,630,624","552,220","173,453","32,810","48,282"
County,1/13/2019,34,NJ,34001,Atlantic County,"58,613","206,005","896,380","250,099","219,462","98,837","150,404","113,399","36,059","20,616","5,948",666,890
County,1/13/2019,34,NJ,34003,Bergen County,"206,523","727,306","3,322,071","1,008,410","874,637","382,119","483,486","403,837","104,161","38,377","18,693","3,704","4,647"
County,1/13/2019,34,NJ,34005,Burlington County,"87,995","356,028","1,518,566","390,514","398,871","179,148","221,654","224,524","61,391","29,319","8,770","2,030","2,345"
County,1/13/2019,34,NJ,34007,Camden County,"113,496","392,032","1,705,212","471,143","436,241","206,333","256,561","233,865","63,389","25,904","9,083","1,127","1,566"
County,1/13/2019,34,NJ,34009,Cape May County,"22,770","69,507","291,372","82,324","70,057","34,414","50,652","32,286","12,401","6,100","2,282",244,612
County,1/13/2019,34,NJ,34011,Cumberland County,"30,731","119,780","515,242","127,798","142,831","57,350","79,475","64,513","32,037","7,789","2,923",230,296
County,1/13/2019,34,NJ,34013,Essex County,"196,864","600,458","2,724,093","861,773","751,073","326,646","349,234","322,065","69,391","25,486","11,716","2,597","4,112"
County,1/13/2019,34,NJ,34015,Gloucester County,"57,690","232,827","1,027,144","254,648","260,970","121,319","162,121","162,342","43,585","14,605","5,889",729,936
County,1/13/2019,34,NJ,34017,Hudson County,"195,472","478,523","2,071,986","723,544","596,706","240,670","241,801","173,627","55,593","18,719","12,047","3,099","6,180"
